TeamName,Season,TeamID,FirstD1Season,LastD1Season,Seed,rank,team,conference,record,adj_em,adj_o,adj_o_rank,adj_d,adj_d_rank,adj_tempo,adj_tempo_rank,luck,luck_rank,sos_adj_em,sos_adj_em_rank,sos_adj_o,sos_adj_o_rank,sos_adj_d,sos_adj_d_rank,nc_sos_adj_em,nc_sos_adj_em_rank,ncaa_seed
Nevada,2004,1305,1985,2021,Z10,20,Nevada,WAC,25-9,20.27,112.3,39,92,15,68.7,58,-0.039,251,7.09,38,107.6,32,100.5,66,4.97,48,10
Xavier,2004,1462,1985,2021,W07,21,Xavier,A10,26-11,20.16,113.8,21,93.6,20,64.1,230,-0.022,219,7.19,36,107.5,33,100.3,58,2.75,81,7
Maryland,2004,1268,1985,2021,X04,22,Maryland,ACC,20-12,19.81,110.9,52,91.1,10,71.1,12,-0.009,189,14.09,1,112.1,1,98,8,-1.13,192,4
Vanderbilt,2004,1435,1985,2021,X06,23,Vanderbilt,SEC,23-10,18.64,113.6,23,95,30,65,193,-0.002,176,7.87,28,108,23,100.1,45,-6.57,288,6
Providence,2004,1344,1985,2021,Z05,24,Providence,BE,20-9,18.32,112.3,40,93.9,21,65,196,0.003,165,8.8,21,107.9,25,99.1,19,4.05,59,5
Florida,2004,1196,1985,2021,Y05,25,Florida,SEC,20-11,18.26,116.9,12,98.6,78,65.9,162,-0.023,222,9.6,13,107.9,24,98.3,11,0.08,163,5
Seton Hall,2004,1371,1985,2021,W08,27,Seton Hall,BE,21-10,17.35,112.3,37,95,31,65.4,180,-0.004,178,7.85,29,107.2,36,99.4,23,-1.14,193,8
Texas Tech,2004,1403,1985,2021,Y08,28,Texas Tech,B12,23-11,17.11,111.4,46,94.3,24,66.7,126,0.01,143,8.29,24,108.4,15,100.1,47,2.29,97,8
Alabama,2004,1104,1985,2021,X08,29,Alabama,SEC,20-13,16.5,114.7,17,98.2,67,64.7,207,0.004,161,11.2,8,109.1,12,97.9,7,6.59,29,8
Syracuse,2004,1393,1985,2021,X05,30,Syracuse,BE,23-8,16.34,113.1,31,96.7,50,65.7,169,0.086,19,7.88,27,107.4,34,99.6,27,-4.61,261,5
W Michigan,2004,1444,1985,2021,X11,31,Western Michigan,MAC,26-5,16.29,114.3,19,98,64,65.6,173,0.037,74,-0.63,175,103.5,157,104.1,186,-1.21,196,11
Arizona,2004,1112,1985,2021,W09,32,Arizona,P10,20-10,16.18,118.5,7,102.3,151,73,6,-0.072,296,5.72,63,106.7,55,101,80,4.6,53,9
Memphis,2004,1272,1985,2021,Y07,33,Memphis,CUSA,22-8,16.17,111.8,43,95.6,37,66.6,131,0.012,137,5.55,69,105.7,86,100.2,48,1.83,114,7
Michigan St,2004,1277,1985,2021,Z07,34,Michigan St.,B10,18-12,15.66,117.2,11,101.5,129,64,232,-0.014,198,8.92,19,107.1,39,98.2,10,7.6,19,7
BYU,2004,1140,1985,2021,X12,35,BYU,MWC,21-9,15.64,113,32,97.4,59,65.9,160,0.02,116,7.13,37,108.1,19,101,78,6.41,32,12
Air Force,2004,1102,1985,2021,W11,36,Air Force,MWC,22-7,15.42,111.4,47,96,43,51.9,326,0.025,101,0.58,143,103.3,170,102.8,138,-10.49,318,11
Boston College,2004,1130,1985,2021,Z06,37,Boston College,BE,24-10,15.42,110.5,55,95.1,34,62.6,282,0.045,64,7.21,35,106.2,73,99,18,-2.14,218,6
Richmond,2004,1350,1985,2021,Y11,38,Richmond,A10,20-13,15.07,105.9,109,90.9,9,62.7,281,-0.06,281,6.95,41,107.2,37,100.2,50,7.66,17,11
South Carolina,2004,1376,1985,2021,Y10,39,South Carolina,SEC,23-11,15.02,109.7,64,94.7,28,65.5,176,0,172,6.15,54,105.8,82,99.6,28,-8.05,302,10
UTEP,2004,1431,1985,2021,X13,41,UTEP,WAC,24-8,14.69,112.5,36,97.8,61,68.2,76,0.046,61,4.31,92,104.2,133,99.9,38,-6.38,284,13
S Illinois,2004,1356,1985,2021,X09,42,Southern Illinois,MVC,25-5,14.33,109.1,70,94.8,29,65.2,188,0.046,62,2.54,113,105.1,107,102.5,134,2.25,103,9
Charlotte,2004,1150,1985,2021,Y09,43,Charlotte,CUSA,21-9,14.25,112.7,34,98.5,73,69.7,33,0.015,131,5.72,64,105,109,99.3,22,2.66,83,9
Utah,2004,1428,1985,2021,Z11,45,Utah,MWC,24-9,14.13,110.1,60,96,42,58.8,317,0.064,36,4.45,87,106.8,50,102.3,121,-0.97,188,11
UAB,2004,1412,1985,2021,Z09,46,UAB,CUSA,22-10,13.63,108.1,79,94.5,25,70.7,20,0.019,120,5.34,75,105.8,83,100.4,62,1.6,122,9
Manhattan,2004,1264,1985,2021,Y12,48,Manhattan,MAAC,25-6,13.38,109.1,71,95.7,38,65,194,0.012,139,-1.77,193,103.2,177,105,220,1.31,130,12
DePaul,2004,1177,1985,2021,X07,58,DePaul,CUSA,22-10,11.36,113,33,101.6,132,63.2,267,0.091,17,5.83,62,106.4,64,100.6,71,-0.62,180,7
Washington,2004,1449,1985,2021,Z08,60,Washington,P10,19-12,10.78,113.1,30,102.3,152,73.5,1,0.031,88,6.16,52,106.6,58,100.4,63,2.14,107,8
Murray St,2004,1293,1985,2021,W12,61,Murray St.,OVC,28-6,10.62,110.5,56,99.9,101,68.7,59,0.064,38,-3.8,233,103.1,180,106.9,296,1.25,131,12
IL Chicago,2004,1227,1985,2021,Z13,63,Illinois Chicago,Horz,24-8,10.39,107.5,86,97.1,54,64.6,208,0.037,78,-0.52,171,103.6,153,104.1,182,-2.97,236,13
Louisiana,2004,1418,1985,2021,X14,67,Louisiana Lafayette,SB,20-9,10.23,109.2,68,99,85,69.1,52,0.006,154,0.84,141,103.8,150,103,141,10.92,6,14
Dayton,2004,1173,1985,2021,X10,74,Dayton,A10,24-9,9.75,108.1,80,98.4,71,62.2,289,0.084,23,3.26,106,105.6,91,102.3,124,-1.55,205,10
VCU,2004,1433,1985,2021,Y13,81,VCU,CAA,23-8,9.09,105.6,115,96.5,48,64.4,216,0.076,25,-0.29,163,102.3,208,102.6,135,0.29,156,13
Pacific,2004,1334,1985,2021,Z12,82,Pacific,BW,25-8,8.93,108.6,76,99.7,99,63.6,249,0.096,12,0.28,150,103.4,164,103.1,147,3.56,66,12
Northern Iowa,2004,1320,1985,2021,Z14,84,Northern Iowa,MVC,21-10,8.78,107.4,92,98.6,77,64.8,201,0.022,111,2.45,114,103.9,147,101.4,96,-1.91,212,14
ETSU,2004,1190,1985,2021,W13,85,East Tennessee St.,SC,27-6,8.6,104.4,140,95.8,41,73.2,3,0.016,130,-2.39,214,102.2,210,104.6,201,0.64,147,13
UCF,2004,1416,1985,2021,Y14,98,UCF,ASun,25-6,5.91,103.3,153,97.4,60,62.6,283,0.087,18,-5.87,255,101.4,234,107.2,306,-3.79,246,14
Princeton,2004,1343,1985,2020,W14,108,Princeton,Ivy,20-8,4.86,106.3,106,101.4,127,56.4,325,0.033,85,-4.32,240,100.2,254,104.6,200,-0.07,166,14
E Washington,2004,1186,1985,2021,Y15,125,Eastern Washington,BSky,17-13,3.09,105.4,118,102.3,150,64.5,215,0.014,133,-0.25,162,103.3,176,103.5,156,7.22,22,15
Valparaiso,2004,1434,1985,2021,Z15,152,Valparaiso,MCon,18-13,0.53,100.1,212,99.6,96,69.2,47,0.068,33,-1.31,189,104.7,118,106,267,0.85,139,15
Vermont,2004,1436,1985,2021,X15,172,Vermont,AE,22-9,-1.37,101,199,102.4,154,63.9,239,0.113,4,-8.08,284,97.4,295,105.5,244,-2.5,229,15
Liberty,2004,1251,1989,2021,Y16,181,Liberty,BSth,18-15,-2.5,98.3,248,100.8,116,67.5,101,0,171,-5.73,254,100.5,248,106.2,279,5.71,40,16
Monmouth NJ,2004,1284,1985,2021,W15,194,Monmouth,NEC,21-12,-3.99,98.1,251,102.1,145,66,155,0.112,5,-6.71,264,100.6,246,107.3,308,2.53,88,15
Lehigh,2004,1250,1985,2021,Z16b,240,Lehigh,Pat,20-11,-7.01,97.7,259,104.7,185,63.4,257,0.055,46,-11.5,314,95.4,316,106.9,298,-9.88,316,16
UT San Antonio,2004,1427,1985,2021,X16,248,UTSA,Slnd,19-14,-7.69,98,253,105.7,201,68.7,61,0.103,8,-7.71,276,99.1,267,106.8,295,-5.14,268,16
Florida A&M,2004,1197,1985,2021,Z16a,256,Florida A&M,MEAC,15-17,-9.35,98.9,239,108.3,257,70.9,15,0.005,156,-9.84,306,96.9,305,106.7,293,1.67,120,16
Alabama St,2004,1106,1985,2021,W16,266,Alabama St.,SWAC,16-15,-10.72,93.8,295,104.5,180,61.4,304,0.023,108,-12.06,320,94.6,320,106.7,292,0.53,148,16
North Carolina,2005,1314,1985,2021,Z01,1,North Carolina,ACC,33-4,32.77,122.5,2,89.7,5,73.1,7,0.011,135,11.64,2,108.7,7,97.1,1,4.26,64,1
Illinois,2005,1228,1985,2021,X01,2,Illinois,B10,37-2,32.68,122.3,3,89.6,4,64.1,249,-0.007,179,8.16,28,107.3,32,99.1,27,0.31,157,1
Duke,2005,1181,1985,2021,Y01,3,Duke,ACC,27-6,27.41,115.7,13,88.3,2,68.3,81,-0.002,167,10.89,6,109.5,2,98.6,18,1.51,116,1
Louisville,2005,1257,1985,2021,W04,4,Louisville,CUSA,33-5,25.78,118.8,8,93,20,66.3,154,0.045,67,6.42,57,106.1,68,99.7,43,-2.03,218,4
Michigan St,2005,1277,1985,2021,Y05,5,Michigan St.,B10,26-7,25.67,119.7,6,94,28,66.4,150,-0.013,194,7.89,33,107,41,99.1,25,-3.18,240,5
Oklahoma St,2005,1329,1985,2021,X02,6,Oklahoma St.,B12,26-7,25.02,121.2,4,96.2,50,66.2,160,-0.015,204,9.59,15,108,19,98.4,14,5.03,49,2
Villanova,2005,1437,1985,2021,Z05,7,Villanova,BE,24-8,25.02,114.7,19,89.7,6,67,126,-0.054,285,9.16,17,107.9,21,98.7,19,-0.89,182,5
Wake Forest,2005,1448,1985,2021,W02,8,Wake Forest,ACC,27-6,24.86,124.3,1,99.5,89,68.9,56,0.046,65,10.94,4,108.4,13,97.5,4,4.87,51,2
Kentucky,2005,1246,1985,2021,Y02,9,Kentucky,SEC,28-6,24.1,113,29,88.9,3,66.6,142,0.032,94,8.85,21,107.9,20,99.1,26,-2.71,235,2
Florida,2005,1196,1985,2021,Z04,10,Florida,SEC,24-8,23.93,116.4,11,92.5,16,65.2,207,-0.027,239,7.13,40,106.6,53,99.5,34,-4.3,265,4
Kansas,2005,1242,1985,2021,Z03,11,Kansas,B12,23-7,23.08,115.6,15,92.5,18,66.5,147,0.008,145,10.45,8,108.1,18,97.7,5,10.37,13,3
Oklahoma,2005,1328,1985,2021,Y03,12,Oklahoma,B12,25-8,22.55,114.4,21,91.8,12,65.4,201,-0.006,175,7.68,34,107.5,27,99.8,48,0.09,161,3
Arizona,2005,1112,1985,2021,X03,13,Arizona,P10,30-7,22.22,116.7,10,94.5,30,68.6,75,0.027,104,8.12,30,107.8,22,99.7,44,3.33,79,3
Washington,2005,1449,1985,2021,W01,14,Washington,P10,29-6,22.18,120.6,5,98.4,80,71.9,14,0.06,43,8.61,23,107.5,26,98.9,20,6.73,29,1
Connecticut,2005,1163,1985,2021,Z02,15,Connecticut,BE,23-8,21.94,112.1,38,90.2,10,70.6,28,-0.031,246,8.52,25,108.5,12,100,52,-1.04,191,2
Syracuse,2005,1393,1985,2021,Y04,16,Syracuse,BE,27-7,20.98,115.6,14,94.7,33,65.8,180,0.002,155,6.29,60,106.8,47,100.5,69,-4.57,275,4
Wisconsin,2005,1458,1985,2021,Z06,17,Wisconsin,B10,25-9,20.81,112,39,91.2,11,62.8,291,0.042,71,10.24,9,108.5,10,98.3,12,1.27,122,6
Alabama,2005,1104,1985,2021,X05,18,Alabama,SEC,24-8,20.51,118.8,9,98.3,78,62.8,292,0.033,92,6.84,45,106.5,57,99.6,40,-1.28,198,5
Cincinnati,2005,1153,1985,2021,Y07,19,Cincinnati,CUSA,25-8,20.43,112.5,33,92,14,68,89,-0.006,177,5.48,71,106.1,71,100.6,77,0.62,145,7
Utah,2005,1428,1985,2021,Y06,20,Utah,MWC,29-6,20.33,113.1,28,92.7,19,59.1,325,0.032,95,3.6,101,105.9,78,102.3,133,-4.04,259,6
Utah St,2005,1429,1985,2021,X14,21,Utah St.,BW,24-8,19.62,116,12,96.4,52,61.1,311,-0.094,320,-2.48,201,101.3,213,103.8,200,-4.48,272,14
Georgia Tech,2005,1210,1985,2021,W05,22,Georgia Tech,ACC,20-12,19.23,109.2,66,90,8,68.6,68,-0.038,259,10.91,5,108.9,4,98,8,-4.87,280,5
NC State,2005,1301,1985,2021,Z10,23,N.C. State,ACC,21-14,18.93,115,17,96.1,47,63.1,282,-0.062,295,10.05,11,108.3,14,98.3,13,-3.82,253,10
Pittsburgh,2005,1338,1985,2021,W09,24,Pittsburgh,BE,20-9,18.41,114.8,18,96.3,51,64,254,-0.057,287,5.63,69,106.3,61,100.7,79,-10.09,321,9
Boston College,2005,1130,1985,2021,X04,25,Boston College,BE,25-5,18.3,114.3,23,96,46,64.8,226,0.078,24,6.6,51,105.8,81,99.2,28,-4.21,262,4
Gonzaga,2005,1211,1985,2021,W03,26,Gonzaga,WCC,26-5,17.88,119.3,7,101.4,135,67.1,124,0.012,131,3.46,103,104,135,100.5,71,2.18,104,3
Iowa,2005,1234,1985,2021,Y10,27,Iowa,B10,21-12,17.17,111.9,40,94.7,35,68.1,87,-0.034,251,9.51,16,107.4,31,97.9,7,3.4,78,10
Texas,2005,1400,1985,2021,X08,28,Texas,B12,20-11,17.01,114.1,24,97.1,61,66.5,146,-0.051,279,6.62,50,107,38,100.4,65,-2.46,228,8
S Illinois,2005,1356,1985,2021,X07,29,Southern Illinois,MVC,27-8,16.75,109.1,69,92.4,15,63.4,271,0.015,122,6.1,63,106.7,51,100.6,76,4.17,66,7
New Mexico,2005,1307,1985,2021,Z12,31,New Mexico,MWC,26-7,15.54,112.8,30,97.3,63,65.4,196,-0.002,165,-0.46,163,103.4,154,103.9,205,-10.69,322,12
Texas Tech,2005,1403,1985,2021,W06,32,Texas Tech,B12,22-11,15.47,110.3,50,94.8,36,69,55,0.037,81,8.93,20,108.8,5,99.9,51,-3.94,256,6
Mississippi St,2005,1280,1985,2021,Y09,34,Mississippi St.,SEC,23-11,15.25,109.3,65,94,27,68.1,88,0.038,78,6.49,55,106.9,42,100.4,67,-1.84,214,9
West Virginia,2005,1452,1985,2021,W07,35,West Virginia,BE,24-11,15,114.1,25,99.1,88,63.6,265,0.082,19,9.14,18,108.6,9,99.5,35,-7.33,304,7
WI Milwaukee,2005,1454,1991,2021,X12,36,Milwaukee,Horz,26-6,14.69,110.1,52,95.4,38,68.8,59,0.079,22,2.31,120,104.6,119,102.3,129,7.63,21,12
G Washington,2005,1203,1985,2021,W12,38,George Washington,A10,22-8,14.41,109.9,56,95.5,40,70.8,25,-0.013,197,0.49,148,103.6,147,103.1,160,0.84,136,12
Creighton,2005,1166,1985,2021,W10,39,Creighton,MVC,23-11,14.33,114.3,22,100,104,63.1,285,-0.033,248,4.44,89,104.9,112,100.4,68,-1.69,209,10
Pacific,2005,1334,1985,2021,W08,40,Pacific,BW,27-4,14.08,114.5,20,100.5,115,63.6,263,0.091,13,0.66,146,103.1,160,102.4,137,1.74,111,8
Minnesota,2005,1278,1985,2021,Z08,41,Minnesota,B10,21-11,14.06,104,143,89.9,7,67.3,114,0.016,121,6.18,61,106,75,99.8,47,-3.99,258,8
LSU,2005,1261,1985,2021,X06,42,LSU,SEC,20-10,13.8,113.9,26,100.1,106,66.7,131,0.07,31,7.49,36,107,37,99.5,37,0.64,144,6
Vermont,2005,1436,1985,2021,Y13,43,Vermont,AE,25-7,13.53,111.3,46,97.8,72,64.7,230,0.032,96,-1.71,186,100.7,231,102.4,135,5.11,48,13
Northern Iowa,2005,1320,1985,2021,Z11,45,Northern Iowa,MVC,21-11,13.36,112.2,37,98.9,85,64.5,233,-0.035,254,5.44,72,105.8,82,100.3,62,1.09,132,11
Iowa St,2005,1235,1985,2021,Z09,48,Iowa St.,B12,19-12,13.02,103.1,159,90.1,9,66.8,130,0.003,152,7.22,39,107.5,28,100.3,60,-3.06,238,9
UAB,2005,1412,1985,2021,X11,51,UAB,CUSA,22-11,12.51,109.2,67,96.7,55,71,24,-0.001,161,4.75,82,105.5,90,100.7,80,1.33,120,11
Charlotte,2005,1150,1985,2021,Z07,54,Charlotte,CUSA,21-8,12.15,111.6,42,99.5,90,70.6,29,0.042,72,3.68,100,104.9,114,101.2,92,-1.74,210,7
Nevada,2005,1305,1985,2021,X09,55,Nevada,WAC,25-7,12.11,104,144,91.8,13,65.7,189,0.045,68,1.1,141,104.5,124,103.4,182,0.35,155,9
UTEP,2005,1431,1985,2021,Y11,58,UTEP,WAC,27-8,11.62,112.7,32,101.1,130,65.9,172,0.015,125,-0.68,169,102.2,190,102.9,150,-5.3,290,11
UCLA,2005,1417,1985,2021,W11,68,UCLA,P10,18-11,10.74,107.8,80,97.1,58,69.2,49,0.036,87,6.73,48,106.7,49,100,54,-0.43,173,11
Stanford,2005,1390,1985,2021,Y08,69,Stanford,P10,18-13,10.63,106.6,103,95.9,45,67.1,121,0.049,61,8.47,27,107.5,25,99.1,24,4.14,67,8
Old Dominion,2005,1330,1985,2021,Y12,73,Old Dominion,CAA,28-6,10.04,104.7,132,94.6,31,66.4,151,0.049,57,-3.2,217,101,225,104.2,215,-3.98,257,12
Louisiana,2005,1418,1985,2021,W13,74,Louisiana Lafayette,SB,20-11,9.91,107.1,94,97.2,62,67.6,107,0.037,83,2.67,114,104.8,115,102.2,122,9.12,17,13
Penn,2005,1335,1985,2020,X13,77,Penn,Ivy,20-9,9.6,102.1,181,92.5,17,68.2,83,0.034,91,-1.72,187,101.8,199,103.5,188,3.31,81,13
St Mary's CA,2005,1388,1985,2021,X10,78,Saint Mary's,WCC,25-9,9.41,106.8,100,97.4,64,64.9,220,0.08,20,3.04,110,105.2,98,102.2,120,-0.59,175,10
Ohio,2005,1325,1985,2021,Z13,85,Ohio,MAC,21-11,8.29,109.8,58,101.5,138,65.7,187,0.042,70,2.72,112,104.9,109,102.2,123,-4.24,264,13
Bucknell,2005,1137,1985,2021,Z14,95,Bucknell,Pat,23-10,6.69,102.2,176,95.6,41,63.1,281,0.063,40,-2.34,198,101.4,210,103.7,197,2.28,97,14
Niagara,2005,1310,1985,2021,Y14,106,Niagara,MAAC,20-10,5.43,115.2,16,109.8,289,70.1,38,-0.027,238,-3.52,230,101.3,214,104.8,239,0.83,137,14
Winthrop,2005,1457,1987,2021,W14,108,Winthrop,BSth,27-6,4.97,101.5,195,96.5,53,63.1,286,0.065,36,-7.69,289,99.6,262,107.3,317,2.26,100,14
SE Louisiana,2005,1368,1985,2021,X15,134,Southeastern Louisiana,Slnd,24-9,3.2,97.1,255,93.9,25,60,318,0.007,150,-4.75,258,100.3,241,105.1,250,-1.78,212,15
Chattanooga,2005,1151,1985,2021,W15,165,Chattanooga,SC,20-11,0.03,98.9,229,98.8,82,67.6,109,0.059,47,-3.78,238,101.1,223,104.9,245,5.69,43,15
Oakland,2005,1324,2000,2021,Z16b,178,Oakland,MCon,13-19,-1.2,108.1,75,109.3,282,65.2,208,-0.022,222,1.99,124,105.2,99,103.2,170,14.37,3,16
F Dickinson,2005,1192,1985,2021,X16,190,Fairleigh Dickinson,NEC,20-13,-2.52,102.7,166,105.2,220,68.6,74,-0.003,171,-7.88,293,99.4,267,107.3,319,0.75,139,16
UCF,2005,1416,1985,2021,Z15,192,UCF,ASun,24-9,-2.56,105,126,107.6,254,60.1,317,0.067,34,-8.61,304,99,280,107.7,325,-4.62,276,15
Montana,2005,1285,1985,2021,W16,194,Montana,BSky,18-13,-2.73,99.9,219,102.6,160,68.2,86,0.049,56,-4.35,248,100.4,237,104.8,237,4.56,57,16
E Kentucky,2005,1184,1985,2021,Y15,197,East Carolina,CUSA,19-Sep,-2.99,97.4,250,100.3,112,66.3,156,-0.022,220,6.17,62,106,77,99.8,46,4.18,65,
Delaware St,2005,1175,1985,2021,Y16,209,Delaware St.,MEAC,19-14,-4.95,102.3,175,107.2,245,59.3,322,0.077,25,-7.47,284,97.1,311,104.6,229,9.89,14,16
Alabama A&M,2005,1105,2000,2021,Z16a,278,Alabama A&M,SWAC,15-14,-12.49,90.5,316,102.9,169,72.8,10,-0.023,224,-14.52,328,92.4,327,106.9,308,1.14,128,16
Florida,2006,1196,1985,2021,Y03,1,Florida,SEC,33-6,28.28,117.9,3,89.7,7,66.9,102,-0.011,194,8.35,24,107.7,24,99.3,47,-8.46,320,3
Duke,2006,1181,1985,2021,W01,2,Duke,ACC,32-4,27.54,119.4,1,91.8,16,69.8,29,0.047,56,10.51,5,108.1,16,97.6,4,6.81,37,1
Texas,2006,1400,1985,2021,W02,3,Texas,B12,30-7,25.79,117.5,6,91.7,15,63.9,233,0.039,73,7.79,35,106.1,55,98.3,14,-0.02,158,2
Connecticut,2006,1163,1985,2021,Z01,4,Connecticut,BE,30-4,25.44,117.8,5,92.3,18,68.7,49,0.077,26,8.98,18,107.4,29,98.4,16,-3.8,252,1
Villanova,2006,1437,1985,2021,Y01,5,Villanova,BE,28-5,24.59,116.3,11,91.7,14,65.6,143,0.08,20,10.79,2,108.4,5,97.6,5,3.17,72,1
Memphis,2006,1272,1985,2021,X01,6,Memphis,CUSA,33-4,23.54,113.2,22,89.6,6,70.8,17,-0.007,185,3.89,91,103.9,128,100,68,7.82,26,1
UCLA,2006,1417,1985,2021,X02,7,UCLA,P10,32-7,23.4,112.7,31,89.3,4,61.6,298,0.02,115,8.3,27,107.4,31,99.1,37,1.6,116,2
Kansas,2006,1242,1985,2021,X04,8,Kansas,B12,25-8,23.22,110.4,50,87.2,2,67.7,75,-0.043,271,6.03,64,106,63,99.9,65,-1.11,182,4
Illinois,2006,1228,1985,2021,Z04,9,Illinois,B10,26-7,23.2,114.5,18,91.3,12,62.1,283,-0.019,212,6.77,50,106.4,49,99.6,55,-4.52,268,4
North Carolina,2006,1314,1985,2021,Z03,10,North Carolina,ACC,23-8,22.16,115.9,13,93.7,28,70.2,23,-0.01,191,9.1,16,107.6,26,98.6,23,-0.83,176,3
LSU,2006,1261,1985,2021,W04,11,LSU,SEC,27-9,22,109.8,62,87.8,3,67.5,90,0.008,146,10.68,3,108.3,10,97.6,6,1.75,109,4
Pittsburgh,2006,1338,1985,2021,X05,12,Pittsburgh,BE,25-8,21.72,112.4,33,90.6,9,64.6,203,-0.031,244,7.81,34,108,21,100.1,72,-6.92,304,5
Georgetown,2006,1207,1985,2021,Y07,13,Georgetown,BE,23-10,21.29,116.5,9,95.2,46,57.8,329,-0.026,226,9.58,11,108.1,14,98.5,22,-1.83,208,7
Ohio St,2006,1326,1985,2021,Y02,14,Ohio St.,B10,26-6,20.68,113,25,92.3,19,65.2,169,0.028,97,6.74,53,107,37,100.3,76,-3.33,241,2
Washington,2006,1449,1985,2021,Z05,15,Washington,P10,26-7,20.09,114.8,16,94.7,38,71.6,10,0.007,151,5.21,78,105.5,71,100.3,75,-7.56,313,5
West Virginia,2006,1452,1985,2021,W06,16,West Virginia,BE,22-11,19.49,116.1,12,96.6,62,62.5,276,-0.046,278,10.37,7,108.4,7,98,9,-0.49,164,6
Tennessee,2006,1397,1985,2021,Z02,17,Tennessee,SEC,22-8,19.44,116.6,8,97.2,72,71.1,13,0.012,140,9.44,13,108,20,98.5,20,-0.74,171,2
Boston College,2006,1130,1985,2021,Y04,18,Boston College,ACC,28-8,18.65,117.8,4,99.2,99,61.5,301,0.024,106,7.43,41,107.1,34,99.7,60,-5.69,287,4
Arkansas,2006,1116,1985,2021,X08,20,Arkansas,SEC,22-10,18.47,112.2,34,93.8,29,66,133,-0.062,293,6.35,58,106,62,99.6,57,-4.78,274,8
Iowa,2006,1234,1985,2021,W03,21,Iowa,B10,25-9,18.22,103.8,154,85.6,1,64.7,194,0.046,59,7.86,33,107.7,23,99.9,64,-0.77,173,3
George Mason,2006,1206,1985,2021,Z11,22,George Mason,CAA,27-8,18.16,109.7,66,91.5,13,62.6,269,0.017,121,4.11,88,105.3,77,101.2,101,2.16,92,11
Arizona,2006,1112,1985,2021,Y08,23,Arizona,P10,20-13,17.23,112.2,35,95,40,67.7,78,-0.037,256,10.53,4,108,18,97.5,2,9.27,16,8
Kentucky,2006,1246,1985,2021,Z08,24,Kentucky,SEC,22-13,17.13,114.4,19,97.3,75,64.1,228,-0.001,173,10.02,9,108.2,12,98.2,12,3.02,74,8
Bradley,2006,1133,1985,2021,X13,25,Bradley,MVC,22-11,16.5,107.5,86,91,11,69.3,37,-0.019,213,6.94,46,105.4,74,98.5,19,-2.22,217,13
Wichita St,2006,1455,1985,2021,Z07,26,Wichita St.,MVC,26-9,16.06,111.8,38,95.7,49,62.6,267,0.032,89,6.03,65,104.7,96,98.7,26,0.35,146,7
Michigan St,2006,1277,1985,2021,Z06,27,Michigan St.,B10,22-12,16.02,116.3,10,100.3,119,64.2,223,0.004,161,8.89,19,106.4,48,97.5,3,-1.03,179,6
NC State,2006,1301,1985,2021,W10,30,N.C. State,ACC,22-10,15.92,112.5,32,96.6,60,64.4,216,0.013,135,6.74,52,107.1,36,100.3,78,-7.99,316,10
Texas A&M,2006,1401,1985,2021,W12,31,Texas A&M,B12,22-9,15.9,106.7,103,90.8,10,63,260,-0.008,188,4.22,86,104.8,94,100.6,85,-12.2,331,12
Northern Iowa,2006,1320,1985,2021,Y10,32,Northern Iowa,MVC,23-10,15.84,109,75,93.1,21,59.6,321,-0.025,222,6.18,59,104.4,103,98.2,13,0.24,148,10
Gonzaga,2006,1211,1985,2021,X03,33,Gonzaga,WCC,29-4,15.64,119.1,2,103.5,174,66.3,121,0.036,79,4.38,84,104.4,104,100,69,7.98,25,3
Indiana,2006,1231,1985,2021,X06,34,Indiana,B10,19-12,15.53,110,58,94.4,33,66.5,118,-0.012,197,9.77,10,108.8,1,99,32,2.17,91,6
Marquette,2006,1266,1985,2021,X07,36,Marquette,BE,20-11,15.36,112.8,27,97.4,78,68.1,67,-0.012,196,8.82,20,108.6,3,99.8,61,-1.71,202,7
Nevada,2006,1305,1985,2021,Y05,37,Nevada,WAC,27-6,15.22,110,57,94.8,39,65.8,137,0.024,107,1.9,119,103.6,143,101.7,122,3.89,60,5
Wisconsin,2006,1458,1985,2021,Y09,39,Wisconsin,B10,19-12,14.94,111.5,40,96.6,61,65.2,171,-0.024,219,7.96,31,106.6,46,98.6,24,0.91,130,9
Air Force,2006,1102,1985,2021,Z13,40,Air Force,MWC,24-7,14.87,113.2,21,98.3,89,54.7,332,-0.001,172,0.57,147,102.8,176,102.2,137,-6.63,300,13
UNC Wilmington,2006,1423,1985,2021,W09,42,UNC Wilmington,CAA,25-8,14.77,107.2,93,92.4,20,62.6,270,-0.006,183,1.59,126,103.6,145,102,131,0.11,153,9
G Washington,2006,1203,1985,2021,W08,43,George Washington,A10,27-3,14.67,110.3,52,95.6,48,71.2,12,0.106,7,-1.23,184,101.1,237,102.4,139,-15.01,333,8
Oklahoma,2006,1328,1985,2021,Y06,45,Oklahoma,B12,20-9,13.99,113,26,99,95,62.4,278,0.049,52,6.16,60,105.5,69,99.3,46,-0.61,166,6
California,2006,1143,1985,2021,W07,47,California,P10,20-11,13.68,110.5,49,96.8,68,61.9,293,0.021,110,7.59,40,106.8,41,99.3,44,-0.77,172,7
S Illinois,2006,1356,1985,2021,W11,48,Southern Illinois,MVC,22-11,13.6,102.9,166,89.3,5,60.7,311,0.032,88,5.81,69,103.6,144,97.8,7,0.44,143,11
Syracuse,2006,1393,1985,2021,W05,50,Syracuse,BE,23-12,13.15,110,60,96.8,67,68.3,63,0.077,24,8.71,22,107.5,28,98.8,29,-3.79,251,5
